web_pid,pdp_title_value,price_sp,pdp_rating_value,pdp_rating_count,pdp_page_url,Description,ASIN,Product Description,Manufacturer
B09176PYDR,Frantic Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age,259,3.8,3437,https://www.amazon.in/frantic-velvet-kids-school-nursery-picnic-carry-travelling-bag-2-to-5-year-age/dp/B09176PYDR,             ,B09GS2XYJ9,"                                  This Attractive School bag is tailored keeping in mind kid’s hectic school work load. It is so spacious, trendy and attractive that your school going children will love to carry. It is not only superior in quality and finish but also very durable and sturdy!  - DescriptionThis is a perfect school bag for your school going kids, it keeps all the school stuff safe. This bag is made of durable materials for long lasting. It has 2 compartments. This Bag is Suitable for Age Group 1-5 Years going to Play School or Nursery. Whether Your Toddler or Kid Is Heading Off To School Or Going On Their First Big Adventure, Your Little One Will Love Carrying Their Very Own Backpack. - Perfect For:Preschool, Daycare, Hiking And Day Trips. A Perfect Backpack For Toddlers Headed To Preschool or Daycare. - Features: Include Roomy Main Zipper Pocket, Handle, Adjustable Shoulder Straps. - Specification: Material: VelvetSuit for: 1-5 years old childrenCompartments: 2 - Gift idea:This backpack is very beautiful and perfectly designed for your child.For Your Baby, it's the perfect gift for cuteness, softness and high quality.              ",
B09QCYXZ1H,"Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115)",649,4.6,24,https://www.amazon.in/lenovo-16-inch-value-lite-backpack-comfortable-padded-back-panel-slim-and-sleek-dedicated-laptop-compartment-padded-shoulder-straps-for-optimal-comfort-and-ergonomic-support-4x41c94115/dp/B09QCYXZ1H,     ,B09QCYXZ1H ,"                                  The Lenovo Value Lite 16-inch Backpack (India) offers a contemporary yet professional design and all the features you need at a value price. Composed of classic black PU leather material and quality metal hardware, this backpack's beautiful design aesthetic is not all it delivers. Along with the pure benefit of a hands-free bag, you will also enjoy the convenience of the most fundamental features such as ergonomic shoulder straps, front accessories zip pocket and larger main compartment with padded slot for laptops up to 16"".              ","‎Lenovo, Out shiny India Private Limited, Maruthi Mandira Arisina Kunta Bangalore Next to Holiday Plam Hotel India Pondy 2, Nelamang, Bangalore - 562123 "
B0BX9GLFD6,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark Grey),189,3.4,143,https://www.amazon.in/murano-louis-10ltr-casual-daybackpack-office-travel-bag-school-bag-college-bag-men-women-girl-boy-dark-grey/dp/B0BX9GLFD6,     ,B0BX9GLFD6 ,,"‎Avon Lifestyle Pvt Ltd, Bhiwandi 421302 Customer Care Email : customercare@avongroup.in, Customer Care Contact: 9321366003 "
B0CJJKSXW1,"Ross Heating Bag, Hot Water Bags for Pain Relief, Heating Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Pain Relief- with Hand Warmer Pockets (Assorted Colors)",199,4.7,22,https://www.amazon.in/ross-heating-bag-hot-water-bags-for-pain-relief-heating-pad-heat-pouch-hot-water-bottle-bag-electric-hot-water-bag-heating-pad-for-pain-relief-with-hand-warmer-pockets-assorted-colors/dp/B0CJJKSXW1,             ,B0CJJKSXW1,"                                  Depending on the temperature outside, this heating pad can be utilized for 120 minutes after only 5 to 10 minutes of electric charging. strong points portable heating pad with a rechargeable battery that is simple to use and carrySports injuries, arthritis, stiff necks, backaches, muscle pains, cramps, hypothermia, sprains, and growing pains can all be successfully treated with this electric heating pad. They function without the need to refill the water.It can be kept inside the blanket to heat the quilt or used at low temperatures to massage different sections of your body.The high-grade velvet fabric and double-thick, flexible PVC used to make this heating bag are both touch-soft and long-lasting.              ",
B0821PN8L4,"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Medium -(19 x 21 inches) - 30 bags/roll (Pack of 6, Black)",289,4.4,35935,https://www.amazon.in/amazon-brand-presto-oxo-biodegradable-garbage-bags-medium-19-x-21-inches-30-bags-roll-pack-of-6-black/dp/B0821PN8L4,     ,,,‎Narendar Plastics Pvt.Ltd 
B0C23Z9W18,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C23Z9W18,             ,B0C23Y7N1Q,,
B0BRJRVH6D,Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,765,3.8,273,https://www.amazon.in/martucci-jersey-45l-casual-waterproof-laptop-backpack-office-bag-school-bag-college-bag-business-bag-unisex-travel-backpack/dp/B0BRJRVH6D,             ,B0BRJTQR1K,                           ,
B0C8BGFJQZ,DaisyStar Women Fashion Handbags Tote Purses Stylish Ladies Women and Girls Handbag for Office Bag Ladies Travel Shoulder Bag Tote for College Girls Handbag_Variation_10,379,4.3,20,https://www.amazon.in/daisystar-women-fashion-handbags-tote-purses-stylish-ladies-women-and-girls-handbag-for-office-bag-ladies-travel-shoulder-bag-tote-for-college-girls-handbag-variation-10/dp/B0C8BGFJQZ,             ,B0C8BGFJQZ,"                                  Style: Formal, Casual Party Wear, Casual TravelingIdeal For: Women, GirlMaterial: Premium PU LeatherColor: BrownSpecifications : Item Type - Top Handle Bags Capacity: 5 KG; Compartment:2; Pocket: 3 Dimensions-;Length:25cm, Height:30cm, Widt,12cm Heavy Zippers are used in bag Washable, but don't wash it with hot Water. Additional InformtionPlease be note that we sold hundrerds of bags on Daily basis, there is 0 .5% rate of manufacturing defect , If u have any Issue Related to the of Quality of the product , u are most welcome to replace it.               ",
B0BYB631NR,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",499,3.7,466,https://www.amazon.in/true-human-r-emperor-anti-theft-pocket-backpack-with-usb-charging-port-laptop-office-college-travel-bag-for-men-and-women-epower/dp/B0BYB631NR,             ,B0BYBDX8VP,                           ,
B0CKY4GLDB,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,469,4.3,17,https://www.amazon.in/half-moon-vision-water-resistant-15-6-inch-laptop-bag-for-men-backpack-for-men-office-bag-for-men-office-bag-for-women-with-padded-laptop-compartment/dp/B0CKY4GLDB,             ,B0CKY4GLDB,"                                  Introducing our stylish and practical laptop backpack, perfect for busy professionals. Made with high-quality materials and designed with the modern traveller in mind, this backpack is both functional and fashionable. Featuring a padded compartment to securely hold and protect your laptop, as well as additional pockets and compartments to keep your essentials organized, this backpack is perfect for commuting to work or taking on a long flight. The padded shoulder straps and back panel provide added comfort during long periods of use, while the water-resistant exterior keeps your belongings safe from the elements. This laptop backpack is perfect for those who need a reliable and stylish way to transport their laptop. Whether you're heading to the office or exploring a new city, this backpack has got you covered. So why wait? Order now and upgrade your travel experience with our top-quality laptop backpack!              ",
B09B26VHXV,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",699,3.8,3455,https://www.amazon.in/safari-flash-casual-backpack-26-ltr-water-resistant-travel-bags-weight-polyester-bagpack-for-men-and-women-spacious-shoulder-bag-for-college-office-travelling-and-camping/dp/B09B26VHXV,             ,B09B29F66W,                           ,
B06VX8YR6Q,Ezee Black Medium Garbage Bags 90 Pcs | 19 X 21 Inch | 30 Pcs x Pack of 3 | Dustbin Trash Bag,155,4.2,28709,https://www.amazon.in/ezee-black-medium-garbage-bags-90-pcs-19-x-21-inch-30-pcs-x-pack-of-3-dustbin-trash-bag/dp/B06VX8YR6Q,     ,B06VX8YR6Q ,,‎Alka Lifestyles Pvt Ltd 
B0BZW8KW18,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,429,3.5,146,https://www.amazon.in/lookmuster-15-6-inch-30-l-casual-waterproof-laptop-backpack-office-bag-school-bag-college-bag-business-bag-unisex-travel-backpack/dp/B0BZW8KW18,             ,B0BZW8KW18,,
B07QN4KXWG,AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs,849,3.8,2273,https://www.amazon.in/aircase-c34-13-inch-14-inch-15-6-inch-premium-vegan-leather-laptop-backpack-for-men-women-black-25-ltrs/dp/B07QN4KXWG,     ,B07QN4KXWG ,,"‎AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302 "
B075Y6Y9H5,Lenovo 15.6-inch Casual Laptop Briefcase T210,799,4.2,21727,https://www.amazon.in/lenovo-15-6-inch-casual-laptop-briefcase-t210/dp/B075Y6Y9H5,             ,B075Y6Y9H5,                           ,
B0BRJRVH6D,Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,765,3.8,273,https://www.amazon.in/martucci-jersey-45l-casual-waterproof-laptop-backpack-office-bag-school-bag-college-bag-business-bag-unisex-travel-backpack/dp/B0BRJRVH6D,             ,B0BRJTQR1K,                           ,
B09413KB4K,Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black),1186,4.2,556,https://www.amazon.in/handcuffs-baby-diaper-bag-multifunctional-maternity-bags-new-mom-dad-travel-backpack-for-baby-care-nursing-black/dp/B09413KB4K,             ,B09413KB4K,"                                  Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing 🖤 Going out with a baby requires you to be ready in any kind of messy situations. That is why, you need a trustable nappy bag to store all your baby's needs. 🖤 Multiple functionality, various compartments and spacious interior make this Diaper Bag an ideal companion for baby and parents on the go. 🖤 Pocket includes individualized storage compartments and zip close pocket to safely organize baby's necessities. 🖤 It is very roomy, can hold all your essential items for baby care, such as baby diaper, milk bottle, towel, water bottle, changing pad, snacks. 🖤 Portable unisex design, perfect gift for men / women / newborn / toddler/ twins / new mother / dad /parents 🖤 Not only diaper bag, it also can be used as weekend equipment, traveling &amp; hiking backpack, casual daypack.              ",
B0BX9GLFD6,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark Grey),189,3.4,143,https://www.amazon.in/murano-louis-10ltr-casual-daybackpack-office-travel-bag-school-bag-college-bag-men-women-girl-boy-dark-grey/dp/B0BX9GLFD6,     ,B0BX9GLFD6 ,,"‎Avon Lifestyle Pvt Ltd, Bhiwandi 421302 Customer Care Email : customercare@avongroup.in, Customer Care Contact: 9321366003 "
B09S14TTG6,"Half Moon 40L Waterproof Laptop Bag | Rucksack Bags for Men/Trekking Bags for Men | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women",689,3.8,148,https://www.amazon.in/half-moon-40l-waterproof-laptop-bag-rucksack-bags-for-men-trekking-bags-for-men-with-laptop-compartment-rain-cover-for-trekking-hiking-travel-backpack-for-men-women/dp/B09S14TTG6,             ,B09S14TTG6,"                                  This backpack is lightweight water-resistant, capacity of approx 40 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for all your requirements also having a Rain cover.              ",
B07RSCPH4N,"amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack",599,4.4,11768,https://www.amazon.in/amazon-basics-vacuum-compression-storage-bags-with-hand-pump-large-5-pack/dp/B07RSCPH4N,     ,B07RSCPH4N ,,‎Ningbo Dropship International Co. ltd 
B0BZW8KW18,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,429,3.5,146,https://www.amazon.in/lookmuster-15-6-inch-30-l-casual-waterproof-laptop-backpack-office-bag-school-bag-college-bag-business-bag-unisex-travel-backpack/dp/B0BZW8KW18,             ,B0BZW8KW18,,
B0B21YQX55,Skybags Unisex Gucci Fabric Backpacks,945,3.9,527,https://www.amazon.in/skybags-unisex-gucci-fabric-backpacks/dp/B0B21YQX55,             ,B0B21YQX55,                           ,
B0CJJKSXW1,"Ross Heating Bag, Hot Water Bags for Pain Relief, Heating Pad-Heat Pouch Hot Water Bottle Bag, Electric Hot Water Bag, Heating Pad for Pain Relief- with Hand Warmer Pockets (Assorted Colors)",199,4.7,22,https://www.amazon.in/ross-heating-bag-hot-water-bags-for-pain-relief-heating-pad-heat-pouch-hot-water-bottle-bag-electric-hot-water-bag-heating-pad-for-pain-relief-with-hand-warmer-pockets-assorted-colors/dp/B0CJJKSXW1,             ,B0CJJKSXW1,"                                  Depending on the temperature outside, this heating pad can be utilized for 120 minutes after only 5 to 10 minutes of electric charging. strong points portable heating pad with a rechargeable battery that is simple to use and carrySports injuries, arthritis, stiff necks, backaches, muscle pains, cramps, hypothermia, sprains, and growing pains can all be successfully treated with this electric heating pad. They function without the need to refill the water.It can be kept inside the blanket to heat the quilt or used at low temperatures to massage different sections of your body.The high-grade velvet fabric and double-thick, flexible PVC used to make this heating bag are both touch-soft and long-lasting.              ",
B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,449,4.0,6220,https://www.amazon.in/adisa-light-weight-laptop-backpack-32-ltrs/dp/B07F3X45WZ,             ,B07F3X45WZ,,
B0CJ3FDW3K,Half Moon Hercules 55L Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Black),689,5.0,4,https://www.amazon.in/half-moon-hercules-55l-travelling-laptop-bag-rucksack-backpack-for-luggage-travel-journey-trekking-hiking-bags-for-men-women-boys-and-girls-with-laptop-compartment-rain-cover-black/dp/B0CJ3FDW3K,             ,B0CJ3FDW3K,"                                  The Half Moon ""Hercules"" 55L Traveling Backpack is your perfect travel companion! With its massive 55-liter capacity, this backpack ensures you have all the room you need for your adventures. Keep your laptop safe in the padded compartment, and enjoy unbeatable comfort thanks to the plush back padding. Stay hydrated with dedicated pockets for your water bottle or umbrella, and stay stylish with the reflective logo and trendy front design. Plus, the durable metal zipper slider, rain cover, and secret bottom pocket make this backpack a true travel essential. Get ready to explore the world with the Half Moon ""Hercules"" – your trusty partner for every journey!              ",
B088X9M73T,"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",229,4.1,10291,https://www.amazon.in/mi-step-out-12-l-mini-backpack-small-size-sky-blue-water-repellant/dp/B088X9M73T,     ,B088X9M73T ,,"‎Korrun India Pvt. Ltd, Plot No.25, P2(4&amp;X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka "
B00MGFZGVK,"Tetley Green Tea, Lemon And Honey, 100 Tea Bags, 140 Grams",421,4.3,51918,https://www.amazon.in/tetley-green-tea-lemon-and-honey-100-tea-bags-140-grams/dp/B00MGFZGVK,     ,B00MGFZGVK ,"                                  Tetley Green Tea is undoubtedly an excellent source of anti-oxidants. All the goodness now comes with immunity power of added Vitamin C with new Tetley Green Tea Immune Range. While anti-oxidants help cleanse your body from within, Vitamin C helps support your body’s immune system. This green tea with no calories provides many more benefits like boosting fat metabolism, helping to stay hydrated and helping to feel light and active. Driven by sustainability, these green tea bags are 100% plastic-free and staple-free. The flavoured variants contain 100% natural flavors. # A cup of green tea contains as much as 5 times (5X) the anti-oxidants in an apple. (‘USDA Database for the Flavonoid Content of Selected Foods’, Rel 3.3 March 2018)              ",‎Tata Global Beverages 
B0C23Z9W18,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,3.5,357,https://www.amazon.in/half-moon-aztec-37l-school-bag-class-5-12-college-bagpack-for-men-college-back-pack-for-women-15-6-inch-laptop-bag-for-men-backpack-for-men-spacious-multiple-pockets/dp/B0C23Z9W18,             ,B0C23Y7N1Q,,
B07N15QM1C,American Tourister Ohio Polyester 55 Cms Wheel Travel Duffle Bag (Grey),1699,4.0,1160,https://www.amazon.in/american-tourister-ohio-polyester-55-cms-wheel-travel-duffle-bag-grey/dp/B07N15QM1C,             ,B07N15QM1C,                                  American Tourister Ohio Polyester 55 cms Grey Travel Duffle (FJ9 (0) 08 001)              ,
B08RC39B71,"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",399,3.4,502,https://www.amazon.in/the-deal-men-s-15-6-inch-polyester-casual-laptop-backpack-travel-computer-bag-water-resistant-college-work-school-bag-blue/dp/B08RC39B71,     ,B08RC39B71 ,,‎Brand The Deal 
B07F3X45WZ,ADISA Light Weight Laptop Backpack 32 Ltrs,449,4.0,6220,https://www.amazon.in/adisa-light-weight-laptop-backpack-32-ltrs/dp/B07F3X45WZ,             ,B07F3X45WZ,,
B0821QGBDY,"Presto! Oxo-Biodegradable Garbage Bags, XL (30 x 37 inches) - 10 bags/roll (Pack of 6, Black, plastic)",389,4.3,2112,https://www.amazon.in/presto-oxo-biodegradable-garbage-bags-xl-30-x-37-inches-10-bags-roll-pack-of-6-black-plastic/dp/B0821QGBDY,             ,B0821QGBDY,"                                  Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! XL in size, they easily fit any extra large dustbins, allowing you to clean out overflowing trash. Or store away old clothes for donation or clear out your yard, garden or basement. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. They are available in black colour in a pack of 6 rolls, and each roll contains 10 bags for your convenience.              ",
B0CJC93HDH,PLAYY BAGS Small 12 L daypack Small Bag for Daily Use - 2 Compartment Mini daypack,224,0,0,https://www.amazon.in/playy-bags-small-12-l-daypack-small-bag-for-daily-use-2-compartment-mini-daypack/dp/B0CJC93HDH,             ,B0CJCBDZL2,"                                  Introducing the PlayyBags Small 12 L Daypack Backpack - your ideal companion for daily adventures and effortless style. Designed with practicality and minimalist charm, this small bag is perfect for those who appreciate simplicity and functionality in their everyday accessories. **Minimalist Design, Maximum Versatility:** Our Small 12 L Backpack is a testament to the beauty of simplicity. The clean and understated design makes it an elegant accessory for any occasion, whether you're heading to work, a coffee shop, or a casual day out with friends. **Compact Yet Spacious:** With its 12-liter capacity, this backpack offers more room than you'd expect from its compact size. The single spacious compartment is perfectly designed to hold your everyday essentials, from a tablet or e-reader to your wallet, keys, and a small water bottle. **Effortless Organization:** Stay organized with ease as you make use of the backpack's single compartment. No fuss, no frills – just practicality. Your essentials will have a dedicated home within this smartly designed bag. **Comfortable Carry:** The PlayyBags Small 12 L Backpack is built for comfort. Its adjustable shoulder straps ensure a snug and customizable fit, making it comfortable to wear all day long. Whether you're commuting, shopping, or exploring the city, this bag will never weigh you down. **Durable and Dependable:** Quality craftsmanship ensures that this small bag is built to last. The high-quality materials and robust stitching guarantee its longevity, making it a reliable companion for your daily life. **Small Bag, Big Style:** The minimalistic design of this backpack is its hallmark. Its unassuming style complements any outfit, allowing you to express your personality effortlessly, whether you're dressing up or down.              ",
B0BS6QQZYN,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,547,4.0,780,https://www.amazon.in/north-zone-casual-waterproof-laptop-backpack-office-bag-school-bag-college-bag-business-bag-travel-backpack-dimensions-13x18-inches-compatible-with-39-62cm-15-6inch-laptop-30-l/dp/B0BS6QQZYN,             ,B0BS6QM2GD,"                                  Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space &amp; Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies &amp; accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight &amp; Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes              ",
B07TTCXHRH,Dell Essential Backpack 15 (ES1520P),1036,4.0,6897,https://www.amazon.in/dell-essential-backpack-15-es1520p/dp/B07TTCXHRH,     ,B07TTCXHRH ,,"‎Dell, Dell "
B075MK4TXP,Gear Aspire 30L Medium Water Restant Office Laptop Bag/Backpack for Men/Women (Black),994,4.3,6593,https://www.amazon.in/gear-aspire-30l-medium-water-restant-office-laptop-bag-backpack-for-men-women-black/dp/B075MK4TXP,             ,B075MK4TXP,                                  Two main compartments. Two additional front pocket and two bottle pocket. Padded cushion back panel and easily adjustable padded shoulder straps with anti sweat fabric underneath. Grab handle and padded laptop sleeve with elastic tape.              ,
B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,229,4.0,4180,https://www.amazon.in/nivia-basic-duffle-polyester-bag-gym-bags-adjustable-shoulder-bag-for-men-duffle-gym-bags-for-men-fitness-bag-carry-bags-sports-travel-bag-sports-kit-duffle-bags-travel/dp/B07NLB6FRS,     ,B07FWQ9HRV ,,‎Freewill Sports Private Limited 
B07ZC77WTW,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",413,4.3,3164,https://www.amazon.in/sfane-polyester-23-cms-navy-blue-gym-bag-shoulder-bag-sports-bag-for-men-women-with-separate-shoes-compartment-blue/dp/B07ZC77WTW,             ,B07ZC77WTW,,
B0C3J2RLHP,"HOEXL 42L Expandable Premium Laptop Backpack for Men/Women for Travel, School, College-Tech Bag with USB - Bagpacker Bag, 17 inch Laptop Bag with Water-resistant, Smart Bag with Multiple Compartments",2899,4.8,81,https://www.amazon.in/hoexl-42l-expandable-premium-laptop-backpack-for-men-women-for-travel-school-college-tech-bag-with-usb-bagpacker-bag-17-inch-laptop-bag-with-water-resistant-smart-bag-with-multiple-compartments/dp/B0C3J2RLHP,             ,B0C3J2RLHP,,
B085QWJVCZ,F Gear 22 Ltrs Burner Art Lthr Brown Laptop Backpack (3343),870,4.3,400,https://www.amazon.in/f-gear-22-ltrs-burner-art-lthr-brown-laptop-backpack-3343/dp/B085QWJVCZ,             ,B085QWJVCZ,                                  F Gear 22 Ltrs Burner Art Lthr Brown Laptop Backpack (3343)              ,
B0BVZL49N8,ZaySoo Stylish Casual Laptop Backpack/Office Bag/College Bag/Business Bag/Travel Backpack - Navyblue,307,5.0,2,https://www.amazon.in/zaysoo-stylish-casual-laptop-backpack-office-bag-college-bag-business-bag-travel-backpack-navyblue/dp/B0BVZL49N8,             ,B0BVZL49N8,"                                  🎒About The Product🎒 Choose a backpack that's the right size for your needs and has enough capacity to carry all your gear. Look for a backpack made from durable, water-resistant material that can withstand the elements. backpack should have padded shoulder straps, a hip belt, and a back panel that provide comfort and support during long hikes. Multiple pockets and compartments help you organize your gear and make it easy to access everything you need. If you plan to carry a laptop, look for a backpack with a padded laptop sleeve to protect your computer. Hydration system compatibility Some backpacks have built-in hydration systems or are compatible with hydration reservoirs. External attachment points Look for backpacks with external attachment points for carrying gear like trekking poles, ice axes, or sleeping bags. Compression straps These help to secure your load and prevent it from shifting around inside the backpack. 🎒Specification🎒 Outer material: Nylon Capacity: 35 liters approx Weight: 600 grams approx Dimensions: 33cms x 17cms x 43cms (LxWxH)approx Number of compartments: 2 Pocket Description: Utility Pocket Style Name: Traditional Backpacks Closure Type: Zipper Age Range Description: Adult Special Features: Back Padding , Zipper Lock System.              ",
B0C1NZLF67,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,549,3.7,163,https://www.amazon.in/half-moon-valex-unisex-school-bag-15-6-inch-laptop-backpack-college-bagpack-office-back-packed-laptop-bag-for-men-women-school-bags-for-boys-girls-with-small-pockets-laptop-compartment/dp/B0C1NZLF67,             ,B0C1NZLF67,,
B0BYW5SH4L,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,459,4.3,17,https://www.amazon.in/half-moon-vision-water-resistant-15-6-inch-laptop-bag-for-men-backpack-for-men-office-bag-for-men-office-bag-for-women-with-padded-laptop-compartment/dp/B0BYW5SH4L,             ,B0CKY4GLDB,"                                  Introducing our stylish and practical laptop backpack, perfect for busy professionals. Made with high-quality materials and designed with the modern traveller in mind, this backpack is both functional and fashionable. Featuring a padded compartment to securely hold and protect your laptop, as well as additional pockets and compartments to keep your essentials organized, this backpack is perfect for commuting to work or taking on a long flight. The padded shoulder straps and back panel provide added comfort during long periods of use, while the water-resistant exterior keeps your belongings safe from the elements. This laptop backpack is perfect for those who need a reliable and stylish way to transport their laptop. Whether you're heading to the office or exploring a new city, this backpack has got you covered. So why wait? Order now and upgrade your travel experience with our top-quality laptop backpack!              ",
B07NHYLTY7,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,1549,4.3,1104,https://www.amazon.in/zouk-black-floral-printed-handmade-vegan-leather-women-s-office-bag-for-15-6-inch-laptop-with-double-handles-flomotif/dp/B07NHYLTY7,             ,B07VLHK7J4,,
B086PYLWS3,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,629,4.1,965,https://www.amazon.in/fur-jaden-25l-travel-duffle-bag-for-weekend-trip-cabin-luggage-and-gym-sports-duffle-for-men-and-women/dp/B086PYLWS3,             ,B086PXHWGC,"                                  Going to the gym is no light matter. One needs to stay motivated with the help of the right mind set, the right atmosphere, and of course, the perfect gym equipment. This stylish duffle bag from FUR JADEN has you covered on that last front. Featuring a spacious, well-sorted design, it allows you to store all your gym clothing, accessories, and other essentials like protein mixes and healthy snacks with ease. Looking for a bag to carry your accessories for your next football match or a functional workout or any other outdoor activity, this bag has you sorted as it is the perfect size for limited accessories while having a high fashion quotient as style matters and this bag balances appeal with utility. Looking for a medium sized duffle bag that is perfect for a weekend get together than look no further as this bag is perfect to hold 2 pair of clothes plus a towel, a pair of footwear along with basic toilet accessories. The material is water resistant, making it an ideal bag to be carried for all seasons however we always warn customers of being wary of heavy rain as the zips are never 100% waterproof and there is a small chance of moisture getting in from the zips if exposed to heavy rain. Furthermore, the soft construction of this duffle allows you to store it easily when not in use. This gym duffle bag comes with two different kinds of straps to grant you more on the convenience front. Hold it by the short handles or swing it on your shoulder using the longer adjustable strap – the choice is yours. This duffle gym weekend bag comes with one external zip pocket on the side which balances your need to hold small accessories on the go such as keys, wallet, tickets, metro card, spare change, etc.              ",
